,Metro,State,zipcode,City,County
1363,San Francisco-Oakland-Hayward,CA,94566,Pleasanton,Alameda County
1364,Salem,OR,97302,Salem,Marion County
1365,Utica-Rome,NY,13440,Rome,Oneida County
1366,San Diego-Carlsbad,CA,92027,Escondido,San Diego County
1367,San Diego-Carlsbad,CA,91950,National City,San Diego County
1368,Jackson,MI,49201,Jackson,Jackson County
1369,Harrisburg-Carlisle,PA,17055,Upper Allen,Cumberland County
1370,Appleton,WI,54915,Appleton,Outagamie County
1371,Oxnard-Thousand Oaks-Ventura,CA,93033,Oxnard,Ventura County
1372,Bridgeport-Stamford-Norwalk,CT,6606,Bridgeport,Fairfield County
1373,Houston-The Woodlands-Sugar Land,TX,77090,Houston,Harris County
1374,Indianapolis-Carmel-Anderson,IN,46038,Fishers,Hamilton County
1375,Wenatchee,WA,98801,Wenatchee,Chelan County
1376,Philadelphia-Camden-Wilmington,MD,21921,Elkton,Cecil County
1377,Indianapolis-Carmel-Anderson,IN,46060,Noblesville,Hamilton County
1378,Urban Honolulu,HI,96734,Kailua,Honolulu County
1379,Los Angeles-Long Beach-Anaheim,CA,90278,Redondo Beach,Los Angeles County
1380,Charlotte-Concord-Gastonia,NC,28105,Matthews,Mecklenburg County
1381,Yakima,WA,98902,Yakima,Yakima County
1382,San Francisco-Oakland-Hayward,CA,94107,San Francisco,San Francisco County
1383,Fayetteville,NC,28376,Raeford,Hoke County
1384,Charlotte-Concord-Gastonia,NC,28213,Charlotte,Mecklenburg County
1385,Detroit-Warren-Dearborn,MI,48060,Port Huron,Saint Clair County
1386,Riverside-San Bernardino-Ontario,CA,92392,Victorville,San Bernardino County
1387,Chicago-Naperville-Elgin,IL,60123,Elgin,Kane County
1388,Louisville/Jefferson County,KY,40299,Louisville,Jefferson County
1389,North Port-Sarasota-Bradenton,FL,34209,Bradenton,Manatee County
1390,Chicago-Naperville-Elgin,IL,60609,Chicago,Cook County
1391,Bridgeport-Stamford-Norwalk,CT,6484,Shelton,Fairfield County
1392,Los Angeles-Long Beach-Anaheim,CA,91344,Los Angeles,Los Angeles County
1393,Gainesville,GA,30506,Gainesville,Hall County
1394,Los Angeles-Long Beach-Anaheim,CA,92691,Mission Viejo,Orange County
1395,San Diego-Carlsbad,CA,92116,San Diego,San Diego County
1396,Boise City,ID,83704,Boise,Ada County
1397,Boston-Cambridge-Newton,MA,1915,Beverly,Essex County
1398,Miami-Fort Lauderdale-West Palm Beach,FL,33446,Delray Beach,Palm Beach County
1399,Miami-Fort Lauderdale-West Palm Beach,FL,33175,Tamiami,Miami-Dade County
1400,Lansing-East Lansing,MI,48911,Lansing,Ingham County
1401,San Francisco-Oakland-Hayward,CA,94605,Oakland,Alameda County
1402,Riverside-San Bernardino-Ontario,CA,92504,Riverside,Riverside County
1403,Lakeland-Winter Haven,FL,33844,Haines City,Polk County
1404,Tampa-St. Petersburg-Clearwater,FL,34609,Spring Hill,Hernando County
1405,Fayetteville,NC,28311,Fayetteville,Cumberland County
1406,Bend-Redmond,OR,97701,Bend,Deschutes County
1407,Cleveland-Elyria,OH,44134,Parma,Cuyahoga County
1408,Las Vegas-Henderson-Paradise,NV,89131,Las Vegas,Clark County
1409,Atlanta-Sandy Springs-Roswell,GA,30350,Sandy Springs,Fulton County
1410,Cincinnati,OH,45211,Cincinnati,Hamilton County
1411,Chicago-Naperville-Elgin,IL,60062,Northbrook,Cook County
1412,Los Angeles-Long Beach-Anaheim,CA,92886,Yorba Linda,Orange County
1413,Jacksonville,FL,32073,Orange Park,Clay County
1414,Davenport-Moline-Rock Island,IA,52722,Bettendorf,Scott County
1415,Muskegon,MI,49442,Muskegon,Muskegon County
1416,Baton Rouge,LA,70769,Prairieville,Ascension Parish
1417,Riverside-San Bernardino-Ontario,CA,92545,Hemet,Riverside County
1418,Boston-Cambridge-Newton,MA,1801,Woburn,Middlesex County
1419,New York-Newark-Jersey City,NJ,8817,Edison,Middlesex County
1420,Indianapolis-Carmel-Anderson,IN,46254,Indianapolis,Marion County
1421,Dallas-Fort Worth-Arlington,TX,75019,Coppell,Dallas County
1422,Lexington-Fayette,KY,40356,Nicholasville,Jessamine County
1423,Chicago-Naperville-Elgin,IN,46383,Valparaiso,Porter County
1424,Grand Rapids-Wyoming,MI,49504,Grand Rapids,Kent County
1425,Las Vegas-Henderson-Paradise,NV,89014,Henderson,Clark County
1426,Washington-Arlington-Alexandria,MD,21702,Frederick,Frederick County
1427,Indianapolis-Carmel-Anderson,IN,46140,Greenfield,Hancock County
1428,Riverside-San Bernardino-Ontario,CA,92530,Lake Elsinore,Riverside County
1429,New York-Newark-Jersey City,NY,11205,New York,Kings County
1430,Portland-Vancouver-Hillsboro,OR,97030,Gresham,Multnomah County
1431,Phoenix-Mesa-Scottsdale,AZ,85208,Mesa,Maricopa County
1432,Chicago-Naperville-Elgin,IL,60505,Aurora,Kane County
1433,San Francisco-Oakland-Hayward,CA,94539,Fremont,Alameda County
1434,Chattanooga,GA,30736,Ringgold,Catoosa County
1435,Palm Bay-Melbourne-Titusville,FL,32907,Palm Bay,Brevard County
1436,Baltimore-Columbia-Towson,MD,21230,Baltimore,Baltimore City
1437,Orlando-Kissimmee-Sanford,FL,32824,Orlando,Orange County
1438,Lafayette-West Lafayette,IN,47909,Lafayette,Tippecanoe County
1439,New Orleans-Metairie,LA,70003,Metairie,Jefferson Parish
1440,Miami-Fort Lauderdale-West Palm Beach,FL,33177,South Miami Heights,Miami-Dade County
1441,Milwaukee-Waukesha-West Allis,WI,53207,Milwaukee,Milwaukee County
1442,Durham-Chapel Hill,NC,27516,Chapel Hill,Orange County
1443,Portland-Vancouver-Hillsboro,OR,97219,Portland,Multnomah County
1444,Santa Rosa,CA,94928,Rohnert Park,Sonoma County
1445,Sacramento--Roseville--Arden-Arcade,CA,95762,El Dorado Hills,El Dorado County
1446,Los Angeles-Long Beach-Anaheim,CA,90703,Cerritos,Los Angeles County
1447,Los Angeles-Long Beach-Anaheim,CA,90057,Los Angeles,Los Angeles County
1448,Cape Coral-Fort Myers,FL,33928,Estero,Lee County
1449,Jacksonville,FL,32034,Fernandina Beach,Nassau County
1450,Gulfport-Biloxi-Pascagoula,MS,39564,Ocean Springs,Jackson County
1451,San Francisco-Oakland-Hayward,CA,94066,San Bruno,San Mateo County
1452,Pittsburgh,PA,15235,Penn Hills,Allegheny County
1453,Chicago-Naperville-Elgin,IL,60462,Orland Park,Cook County
1454,San Antonio-New Braunfels,TX,78227,San Antonio,Bexar County
1455,Houston-The Woodlands-Sugar Land,TX,77004,Houston,Harris County
1456,Lancaster,PA,17543,Warwick,Lancaster County
1457,Cincinnati,KY,41017,Edgewood,Kenton County
1458,Staunton-Waynesboro,VA,24401,Staunton,Staunton City
1459,Miami-Fort Lauderdale-West Palm Beach,FL,33134,Coral Gables,Miami-Dade County
1460,Washington-Arlington-Alexandria,VA,22202,Arlington,Arlington County
1461,Milwaukee-Waukesha-West Allis,WI,53211,Shorewood,Milwaukee County
1462,Los Angeles-Long Beach-Anaheim,CA,92672,San Clemente,Orange County
1463,Houston-The Woodlands-Sugar Land,TX,77064,Houston,Harris County
1464,San Diego-Carlsbad,CA,92009,Carlsbad,San Diego County
1465,Tuscaloosa,AL,35401,Tuscaloosa,Tuscaloosa County
1466,Richmond,VA,23228,Laurel,Henrico County
1467,Salt Lake City,UT,84119,West Valley City,Salt Lake County
1468,Atlanta-Sandy Springs-Roswell,GA,30519,Buford,Gwinnett County
1469,Phoenix-Mesa-Scottsdale,AZ,85202,Mesa,Maricopa County
1470,Eau Claire,WI,54701,Eau Claire,Eau Claire County
1471,Houston-The Woodlands-Sugar Land,TX,77539,Dickinson,Galveston County
1472,Madison,WI,53590,Sun Prairie,Dane County
1473,Orlando-Kissimmee-Sanford,FL,32712,Apopka,Orange County
1474,Minneapolis-St. Paul-Bloomington,MN,55117,Saint Paul,Ramsey County
1475,North Port-Sarasota-Bradenton,FL,34231,Sarasota,Sarasota County
1476,Chicago-Naperville-Elgin,IL,60645,Chicago,Cook County
1477,Milwaukee-Waukesha-West Allis,WI,53214,West Allis,Milwaukee County
1478,Los Angeles-Long Beach-Anaheim,CA,91745,Hacienda Heights,Los Angeles County
1479,Tucson,AZ,85712,Tucson,Pima County
1480,Stockton-Lodi,CA,95376,Tracy,San Joaquin County
1481,Oxnard-Thousand Oaks-Ventura,CA,93010,Camarillo,Ventura County
1482,Atlanta-Sandy Springs-Roswell,GA,30328,Sandy Springs,Fulton County
1483,Phoenix-Mesa-Scottsdale,AZ,85021,Phoenix,Maricopa County
1484,Augusta-Richmond County,GA,30813,Grovetown,Columbia County
1485,Chicago-Naperville-Elgin,IN,46410,Merrillville,Lake County
1486,Bakersfield,CA,93311,Bakersfield,Kern County
1487,Little Rock-North Little Rock-Conway,AR,72076,Jacksonville,Pulaski County
1488,Boston-Cambridge-Newton,MA,1902,Lynn,Essex County
1489,Washington-Arlington-Alexandria,MD,20747,District Heights,Prince Georges County
1490,Santa Maria-Santa Barbara,CA,93117,Goleta,Santa Barbara County
1491,Reno,NV,89436,Sparks,Washoe County
1492,Salisbury,MD,21804,Salisbury,Wicomico County
1493,Baltimore-Columbia-Towson,MD,21236,Nottingham,Baltimore County
1494,San Francisco-Oakland-Hayward,CA,94610,Oakland,Alameda County
1495,Louisville/Jefferson County,KY,40291,Louisville,Jefferson County
1496,Chicago-Naperville-Elgin,IL,60067,Palatine,Cook County
1497,Seattle-Tacoma-Bellevue,WA,98102,Seattle,King County
1498,Jamestown-Dunkirk-Fredonia,NY,14701,Jamestown,Chautauqua County
1499,St. George,UT,84770,Saint George,Washington County
1500,Philadelphia-Camden-Wilmington,DE,19808,Wilmington,New Castle County
1501,Miami-Fort Lauderdale-West Palm Beach,FL,33461,Palm Springs,Palm Beach County
1502,San Jose-Sunnyvale-Santa Clara,CA,95037,Morgan Hill,Santa Clara County
1503,Atlantic City-Hammonton,NJ,8234,Egg Harbor,Atlantic County
1504,Reno,NV,89509,Reno,Washoe County
1505,Boston-Cambridge-Newton,MA,2127,Boston,Suffolk County
1506,Atlanta-Sandy Springs-Roswell,GA,30120,Cartersville,Bartow County
1507,Los Angeles-Long Beach-Anaheim,CA,92688,Rancho Santa Margarita,Orange County
1508,Miami-Fort Lauderdale-West Palm Beach,FL,33196,The Hammocks,Miami-Dade County
1509,San Francisco-Oakland-Hayward,CA,94601,Oakland,Alameda County
1510,San Antonio-New Braunfels,TX,78207,San Antonio,Bexar County
1511,Allentown-Bethlehem-Easton,PA,18042,Easton,Northampton County
1512,Washington-Arlington-Alexandria,MD,21701,Frederick,Frederick County
1513,Detroit-Warren-Dearborn,MI,48188,Canton,Wayne County
1514,Seattle-Tacoma-Bellevue,WA,98092,Auburn,King County
1515,Los Angeles-Long Beach-Anaheim,CA,90660,Pico Rivera,Los Angeles County
1516,New York-Newark-Jersey City,NY,11561,Long Beach,Nassau County
1517,Dallas-Fort Worth-Arlington,TX,75013,Allen,Collin County
1518,Kokomo,IN,46901,Kokomo,Howard County
1519,Harrisburg-Carlisle,PA,17050,Hampden,Cumberland County
1520,Philadelphia-Camden-Wilmington,DE,19701,Bear,New Castle County
1521,Phoenix-Mesa-Scottsdale,AZ,85295,Gilbert,Maricopa County
1522,Roanoke,VA,24153,Salem,Salem City
1523,Providence-Warwick,MA,2740,New Bedford,Bristol County
1524,Atlanta-Sandy Springs-Roswell,GA,30228,Hampton,Henry County
1525,Raleigh,NC,27520,Clayton,Johnston County
1526,Champaign-Urbana,IL,61820,Champaign,Champaign County
1527,Atlanta-Sandy Springs-Roswell,GA,30039,Snellville,Gwinnett County
1528,Fayetteville-Springdale-Rogers,AR,72756,Rogers,Benton County
1529,Odessa,TX,79762,Odessa,Ector County
1530,Chicago-Naperville-Elgin,IL,60193,Schaumburg,Cook County
1531,New York-Newark-Jersey City,NJ,7726,Manalapan,Monmouth County
1532,Panama City,FL,32404,Panama City,Bay County
1533,Houston-The Woodlands-Sugar Land,TX,77080,Houston,Harris County
1534,Charlotte-Concord-Gastonia,NC,28212,Charlotte,Mecklenburg County
1535,Dallas-Fort Worth-Arlington,TX,75165,Waxahachie,Ellis County
1536,Cape Coral-Fort Myers,FL,33917,North Fort Myers,Lee County
1537,Miami-Fort Lauderdale-West Palm Beach,FL,33417,Century Village,Palm Beach County
1538,Salt Lake City,UT,84074,Tooele,Tooele County
1539,Pensacola-Ferry Pass-Brent,FL,32526,Pensacola,Escambia County
1540,Austin-Round Rock,TX,78744,Austin,Travis County
1541,Columbus,GA,31909,Columbus,Muscogee County
1542,Phoenix-Mesa-Scottsdale,AZ,85296,Gilbert,Maricopa County
1543,Minneapolis-St. Paul-Bloomington,MN,55304,Andover,Anoka County
1544,Atlanta-Sandy Springs-Roswell,GA,30680,Winder,Barrow County
1545,Palm Bay-Melbourne-Titusville,FL,32955,Rockledge,Brevard County
1546,Charlotte-Concord-Gastonia,NC,28054,Gastonia,Gaston County
1547,New York-Newark-Jersey City,NY,12603,Poughkeepsie,Dutchess County
1548,Los Angeles-Long Beach-Anaheim,CA,92833,Fullerton,Orange County
1549,Chicago-Naperville-Elgin,IL,60651,Chicago,Cook County
1550,Myrtle Beach-Conway-North Myrtle Beach,SC,29577,Myrtle Beach,Horry County
1551,San Diego-Carlsbad,CA,92054,Oceanside,San Diego County
1552,Miami-Fort Lauderdale-West Palm Beach,FL,33130,Miami,Miami-Dade County
1553,San Diego-Carlsbad,CA,92064,Poway,San Diego County
1554,Minneapolis-St. Paul-Bloomington,MN,55406,Minneapolis,Hennepin County
1555,Miami-Fort Lauderdale-West Palm Beach,FL,33484,Delray Beach,Palm Beach County
1556,Phoenix-Mesa-Scottsdale,AZ,85249,Chandler,Maricopa County
1557,Miami-Fort Lauderdale-West Palm Beach,FL,33445,Delray Beach,Palm Beach County
1558,Philadelphia-Camden-Wilmington,DE,19805,Wilmington,New Castle County
1559,Sacramento--Roseville--Arden-Arcade,CA,95825,Arden-Arcade,Sacramento County
1560,Mount Airy,NC,27030,Mount Airy,Surry County
1561,Milwaukee-Waukesha-West Allis,WI,53221,Milwaukee,Milwaukee County
1562,Columbus,OH,43017,Dublin,Franklin County
1563,Los Angeles-Long Beach-Anaheim,CA,91765,Diamond Bar,Los Angeles County
1564,Springfield,IL,62702,Springfield,Sangamon County
1565,Chicago-Naperville-Elgin,IL,60188,Carol Stream,DuPage County
1566,Kansas City,MO,64055,Independence,Jackson County
1567,Kokomo,IN,46902,Kokomo,Howard County
1568,Corpus Christi,TX,78412,Corpus Christi,Nueces County
1569,Muskegon,MI,49441,Norton Shores,Muskegon County
1570,Bloomington,IL,61701,Bloomington,McLean County
1571,Miami-Fort Lauderdale-West Palm Beach,FL,33410,Palm Beach Gardens,Palm Beach County
1572,Fayetteville-Springdale-Rogers,AR,72758,Rogers,Benton County
1573,New Orleans-Metairie,LA,70433,Covington,Saint Tammany Parish
1574,Allentown-Bethlehem-Easton,PA,18017,Bethlehem,Northampton County
1575,Baltimore-Columbia-Towson,MD,21093,Lutherville Timonium,Baltimore County
1576,Salem,OR,97303,Keizer,Marion County
1577,Midland,TX,79707,Midland,Midland County
1578,St. Louis,MO,63368,O Fallon,Saint Charles County
1579,Fresno,CA,93711,Fresno,Fresno County
1580,Greensboro-High Point,NC,27320,Reidsville,Rockingham County
1581,Riverside-San Bernardino-Ontario,CA,92544,Hemet,Riverside County
1582,Tucson,AZ,85716,Tucson,Pima County
1583,Orlando-Kissimmee-Sanford,FL,32714,Altamonte Springs,Seminole County
1584,Fayetteville-Springdale-Rogers,AR,72703,Fayetteville,Washington County
1585,Winston-Salem,NC,27127,Winston-Salem,Forsyth County
1586,Cheyenne,WY,82001,Cheyenne,Laramie County
1587,Philadelphia-Camden-Wilmington,PA,19401,Norristown,Montgomery County
1588,Eagle Pass,TX,78852,Eagle Pass,Maverick County
1589,San Francisco-Oakland-Hayward,CA,94521,Concord,Contra Costa County
1590,Des Moines-West Des Moines,IA,50266,West Des Moines,Polk County
1591,Winston-Salem,NC,27292,Lexington,Davidson County
1592,Houston-The Woodlands-Sugar Land,TX,77055,Houston,Harris County
1593,Seattle-Tacoma-Bellevue,WA,98058,Renton,King County
1594,New York-Newark-Jersey City,NY,11435,New York,Queens County
1595,Minneapolis-St. Paul-Bloomington,MN,55379,Shakopee,Scott County
1596,Fayetteville,NC,28304,Fayetteville,Cumberland County
1597,Houston-The Woodlands-Sugar Land,TX,77498,Sugar Land,Fort Bend County
1598,Dayton,OH,45385,Xenia,Greene County
1599,Louisville/Jefferson County,KY,40219,Louisville,Jefferson County
1600,Pittsburgh,PA,15221,Wilkinsburg,Allegheny County
1601,Birmingham-Hoover,AL,35216,Vestavia Hills,Jefferson County
1602,Atlanta-Sandy Springs-Roswell,GA,30126,Mableton,Cobb County
1603,Naples-Immokalee-Marco Island,FL,34119,Naples,Collier County
1604,Springfield,MA,1085,Westfield,Hampden County
1605,Albuquerque,NM,87031,Los Lunas,Valencia County
1606,Chicago-Naperville-Elgin,IL,60477,Tinley Park,Cook County
1607,Cleveland-Elyria,OH,44122,Shaker Heights,Cuyahoga County
1608,Worcester,MA,1420,Fitchburg,Worcester County
1609,San Francisco-Oakland-Hayward,CA,94025,Menlo Park,San Mateo County
1610,Lafayette,LA,70560,New Iberia,Iberia Parish
1611,Eugene,OR,97477,Springfield,Lane County
1612,Milwaukee-Waukesha-West Allis,WI,53051,Menomonee Falls,Waukesha County
1613,Flint,MI,48430,Fenton,Genesee County
1614,Dayton,OH,45342,Miamisburg,Montgomery County
1615,New York-Newark-Jersey City,NJ,7036,Linden,Union County
1616,Boston-Cambridge-Newton,MA,2130,Boston,Suffolk County
1617,New York-Newark-Jersey City,NY,10001,New York,New York County
1618,Chicago-Naperville-Elgin,IL,60654,Chicago,Cook County
1619,San Diego-Carlsbad,CA,92127,San Diego,San Diego County
1620,Pensacola-Ferry Pass-Brent,FL,32507,Pensacola,Escambia County
1621,New York-Newark-Jersey City,NY,10977,Ramapo,Rockland County
1622,Lubbock,TX,79423,Lubbock,Lubbock County
1623,Seattle-Tacoma-Bellevue,WA,98223,Arlington,Snohomish County
1624,Grand Rapids-Wyoming,MI,49503,Grand Rapids,Kent County
1625,Boston-Cambridge-Newton,MA,2149,Everett,Middlesex County
1626,San Diego-Carlsbad,CA,92040,Lakeside,San Diego County
1627,Naples-Immokalee-Marco Island,FL,34145,Marco Island,Collier County
1628,Denver-Aurora-Lakewood,CO,80022,Commerce City,Adams County
1629,Wilmington,NC,28411,Wilmington,New Hanover County
1630,Seattle-Tacoma-Bellevue,WA,98036,Lynnwood,Snohomish County
1631,Chicago-Naperville-Elgin,IL,60025,Glenview,Cook County
1632,Phoenix-Mesa-Scottsdale,AZ,85015,Phoenix,Maricopa County
1633,Chicago-Naperville-Elgin,IN,46368,Portage,Porter County
1634,Los Angeles-Long Beach-Anaheim,CA,90275,Rancho Palos Verdes,Los Angeles County
1635,Indianapolis-Carmel-Anderson,IN,46037,Fishers,Hamilton County
1636,Los Angeles-Long Beach-Anaheim,CA,91605,Los Angeles,Los Angeles County
1637,Sierra Vista-Douglas,AZ,85635,Sierra Vista,Cochise County
1638,Minneapolis-St. Paul-Bloomington,MN,55110,White Bear Lake,Ramsey County
1639,Chicago-Naperville-Elgin,IL,60707,Elmwood Park,Cook County
1640,Phoenix-Mesa-Scottsdale,AZ,85027,Phoenix,Maricopa County
1641,San Antonio-New Braunfels,TX,78232,San Antonio,Bexar County
1642,Houston-The Woodlands-Sugar Land,TX,77044,Houston,Harris County
1643,Portland-Vancouver-Hillsboro,OR,97217,Portland,Multnomah County
1644,San Jose-Sunnyvale-Santa Clara,CA,95136,San Jose,Santa Clara County
1645,Los Angeles-Long Beach-Anaheim,CA,92660,Newport Beach,Orange County
1646,New York-Newark-Jersey City,NY,11550,Hempstead,Nassau County
1647,Charlotte-Concord-Gastonia,NC,28115,Mooresville,Iredell County
1648,Norwich-New London,CT,6360,Norwich,New London County
1649,Wilson,NC,27893,Wilson,Wilson County
1650,Lansing-East Lansing,MI,48910,Lansing,Ingham County
1651,Washington-Arlington-Alexandria,DC,20032,Washington,District of Columbia
1652,McAllen-Edinburg-Mission,TX,78574,Mission,Hidalgo County
1653,Salt Lake City,UT,84121,Cottonwood Heights,Salt Lake County
1654,Tampa-St. Petersburg-Clearwater,FL,33624,Greater Carrollwood,Hillsborough County
1655,Winston-Salem,NC,27295,Lexington,Davidson County
1656,Tallahassee,FL,32304,Tallahassee,Leon County
1657,Chicago-Naperville-Elgin,IL,60120,Elgin,Kane County
1658,Colorado Springs,CO,80909,Colorado Springs,El Paso County
1659,Columbus,OH,43065,Powell,Delaware County
1660,Jackson,MS,39047,Brandon,Rankin County
1661,Detroit-Warren-Dearborn,MI,48146,Lincoln Park,Wayne County
1662,New York-Newark-Jersey City,NJ,8861,Perth Amboy,Middlesex County
1663,Miami-Fort Lauderdale-West Palm Beach,FL,33172,Fountainbleau,Miami-Dade County
